x,y,label
"0.69304, 0.23059",,1
"0.68578, 0.19840",,1
"0.71971, 0.33857",,1
"0.68197, 0.16865",,1
"0.78313, 0.61471",,1
"0.67667, 0.14258",,1
"0.80317, 0.69841",,1
"0.82226, 0.77536",,1
"0.85756, 0.95249",,1
"0.73079, 0.36498",,1
"0.84105, 0.85097",,1
"0.80052, 0.66864",,1
"0.74861, 0.43332",,1
"0.75888, 0.46855",,1
"0.74214, 0.39692",,1
"0.71052, 0.25408",,1
"0.67309, 0.090694",,1
"0.85275, 0.87969",,1
"0.83620, 0.80632",,1
"0.68341, 0.11843",,1
"0.86430, 0.91033",,1
"0.82916, 0.75195",,1
"0.87227, 0.93541",,1
"0.78634, 0.55431",,1
"0.72719, 0.28428",,1
"0.68055, 0.077436",,1
"0.71235, 0.21077",,1
"0.82546, 0.70980",,1
"0.73769, 0.31797",,1
"0.70686, 0.18127",,1
"0.85965, 0.87944",,1
"0.81311, 0.64988",,1
"0.85817, 0.83173",,1
"0.84868, 0.78964",,1
"0.70500, 0.15243",,1
"0.79299, 0.52722",,1
"0.77628, 0.45313",,1
"0.86951, 0.86143",,1
"0.76804, 0.41399",,1
"0.76105, 0.37787",,1
"0.75526, 0.34959",,1
"0.81739, 0.61997",,1
"0.73016, 0.23572",,1
"0.72425, 0.20695",,1
"0.88004, 0.89269",,1
"0.83286, 0.68346",,1
"0.74472, 0.31828",,1
"0.84552, 0.73447",,1
"0.70132, 0.094972",,1
"0.88881, 0.92388",,1
"0.74114, 0.26640",,1
"0.70844, 0.12397",,1
"0.79215, 0.49007",,1
"0.86942, 0.80959",,1
"0.85968, 0.76895",,1
"0.75340, 0.29762",,1
"0.83021, 0.61337",,1
"0.73485, 0.20251",,1
"0.81708, 0.55686",,1
"0.83801, 0.64455",,1
"0.82410, 0.58325",,1
"0.73133, 0.17146",,1
"0.85518, 0.71038",,1
"0.79231, 0.43158",,1
"0.88436, 0.83723",,1
"0.78512, 0.39711",,1
"0.76953, 0.32799",,1
"0.80358, 0.46872",,1
"0.73032, 0.14383",,1
"0.90552, 0.90793",,1
"0.89866, 0.87749",,1
"0.88119, 0.78973",,1
"0.87186, 0.74837",,1
"0.83888, 0.60853",,1
"0.81925, 0.51506",,1
"0.78390, 0.36083",,1
"0.72837, 0.11201",,1
"0.85454, 0.66898",,1
"0.75458, 0.22309",,1
"0.76795, 0.27982",,1
"0.76217, 0.25163",,1
"0.75709, 0.19565",,1
"0.90760, 0.85541",,1
"0.83661, 0.54055",,1
"0.80200, 0.38193",,1
"0.90060, 0.81666",,1
"0.85966, 0.63508",,1
"0.84600, 0.57192",,1
"0.82614, 0.48643",,1
"0.81809, 0.44816",,1
"0.78653, 0.30817",,1
"0.88164, 0.72483",,1
"0.87449, 0.69311",,1
"0.81083, 0.41339",,1
"0.75579, 0.16416",,1
"0.89444, 0.77390",,1
"0.75064, 0.13360",,1
"0.92400, 0.88954",,1
"0.80025, 0.34076",,1
"0.78828, 0.27993",,1
"0.86387, 0.60228",,1
"0.87845, 0.65922",,1
"0.84648, 0.51489",,1
"0.78591, 0.24629",,1
"0.78158, 0.21935",,1
"0.92186, 0.83632",,1
"0.90115, 0.74705",,1
"0.77574, 0.18830",,1
"0.91457, 0.79628",,1
"0.84165, 0.47032",,1
"0.93250, 0.86551",,1
"0.86070, 0.54451",,1
"0.82681, 0.39165",,1
"0.82142, 0.36774",,1
"0.83638, 0.42893",,1
"0.77425, 0.14567",,1
"0.90276, 0.71046",,1
"0.89630, 0.68180",,1
"0.88328, 0.62663",,1
"0.81326, 0.31609",,1
"0.91956, 0.77233",,1
"0.87441, 0.57186",,1
"0.78263, 0.18799",,1
"0.81333, 0.28814",,1
"0.78846, 0.16754",,1
"0.93704, 0.81617",,1
"0.91846, 0.73378",,1
"0.81156, 0.25969",,1
"0.86474, 0.49551",,1
"0.83188, 0.34464",,1
"0.80056, 0.20577",,1
"0.94679, 0.84654",,1
"0.90283, 0.65159",,1
"0.89418, 0.60034",,1
"0.81150, 0.23368",,1
"0.86267, 0.45804",,1
"0.87915, 0.52598",,1
"0.85305, 0.39995",,1
"0.94471, 0.79616",,1
"0.93596, 0.75480",,1
"0.86237, 0.42844",,1
"0.84923, 0.37272",,1
"0.83788, 0.31465",,1
"0.92623, 0.70392",,1
"0.89354, 0.55638",,1
"0.81155, 0.18246",,1
"0.91339, 0.62638",,1
"0.92798, 0.67821",,1
"0.96200, 0.82653",,1
"0.84047, 0.28501",,1
"0.94069, 0.72688",,1
"0.88539, 0.48164",,1
"0.83461, 0.25384",,1
"0.82730, 0.21886",,1
"0.91040, 0.58226",,1
"0.95635, 0.77832",,1
"0.90051, 0.55640",,1
"0.85749, 0.33990",,1
"0.88541, 0.45340",,1
"0.93129, 0.65175",,1
"0.89910, 0.50898",,1
"0.87535, 0.39853",,1
"0.83290, 0.19995",,1
"0.96998, 0.80532",,1
"0.94638, 0.69806",,1
"0.96031, 0.75469",,1
"0.91180, 0.53702",,1
"0.87408, 0.36971",,1
"0.88823, 0.42476",,1
"0.86319, 0.31371",,1
"0.92990, 0.60698",,1
"0.92519, 0.56551",,1
"0.85184, 0.23251",,1
"0.86076, 0.26690",,1
"0.86790, 0.29343",,1
"0.97900, 0.78356",,1
"0.96593, 0.72303",,1
"0.95373, 0.67152",,1
"0.94544, 0.63472",,1
"0.91009, 0.47798",,1
"0.88436, 0.34069",,1
"0.91059, 0.45149",,1
"0.90077, 0.39546",,1
"0.94565, 0.58679",,1
"0.92785, 0.50785",,1
"0.97306, 0.70319",,1
"0.93541, 0.53622",,1
"0.98649, 0.75760",,1
"0.89983, 0.36557",,1
"0.87318, 0.24740",,1
"0.91494, 0.42487",,1
"0.89151, 0.32096",,1
"0.96111, 0.61418",,1
"0.97048, 0.65316",,1
"0.99339, 0.75735",,1
"0.99361, 0.73257",,1
"0.98092, 0.67889",,1
"0.95462, 0.55969",,1
"0.89502, 0.29795",,1
"0.89016, 0.27381",,1
"0.93601, 0.47200",,1
"0.93392, 0.44728",,1
"0.91157, 0.34303",,1
"0.92763, 0.40359",,1
"0.95725, 0.53016",,1
"0.95115, 0.50313",,1
"0.99833, 0.70722",,1
"0.92363, 0.37596",,1
"0.98263, 0.63245",,1
"0.97315, 0.57496",,1
"0.97989, 0.60229",,1
"0.91716, 0.31382",,1
"0.99871, 0.66258",,1
"1.0051, 0.68593",,1
"0.94723, 0.42657",,1
"0.95802, 0.46158",,1
"0.93042, 0.33916",,1
"0.97913, 0.55005",,1
"0.97616, 0.52144",,1
"0.97026, 0.48497",,1
"0.94418, 0.36415",,1
"1.0078, 0.64100",,1
"0.95147, 0.39135",,1
"0.96499, 0.46161",,1
"1.0074, 0.61349",,1
"1.0054, 0.58922",,1
"0.97720, 0.48488",,1
"1.0023, 0.56547",,1
"0.96907, 0.41795",,1
"1.0146, 0.64063",,1
"0.97739, 0.44454",,1
"1.0005, 0.53679",,1
"0.99361, 0.50875",,1
"0.98990, 0.47175",,1
"0.58764, 1.0367",,1
"0.60685, 1.0263",,1
"0.62831, 1.0345",,1
"0.64893, 1.0302",,1
"0.47141, 0.55978",,>=3
"0.48178, 0.52346",,>=3
"0.50733, 0.59302",,>=3
"0.48808, 0.47934",,>=3
"0.50926, 0.55529",,>=3
"0.51565, 0.51439",,>=3
"0.52577, 0.46665",,>=3
"0.55033, 0.55128",,>=3
"0.21650, 0.38894",,>=3
"0.26741, 0.47322",,2
"0.30554, 0.56255",,2
"0.30002, 0.37341",,2
"0.34497, 0.30007",,2
"0.45283, 0.58642",,2
"0.39538, 0.29722",,2
"0.51299, 0.78791",,2
"0.45664, 0.48619",,2
"0.50333, 0.66019",,2
"0.44656, 0.30294",,2
"0.49844, 0.44232",,2
"0.54169, 0.62507",,2
"0.46214, 0.25371",,2
"0.49812, 0.30776",,2
"0.59533, 0.65655",,2
"0.56028, 0.49855",,2
"0.55123, 0.44296",,2
"0.64361, 0.76003",,2
"0.64621, 0.53745",,2
"0.64136, 0.34359",,2
"0.67400, 0.36743",,2
"0.71403, 0.38285",,2
"0.77012, 0.50298",,2
"0.79818, 0.58694",,2
"1.1310, 0.52253",,2
