x,y,label
0.9507,0.9273,vdj_nextgem_hs_pbmc503
0.7897,0.9555,vdj_nextgem_hs_pbmc504
0.8238,0.9456,vdj_nextgem_hs_pbmc505
0.4292,0.965,vdj_nextgem_hs_pbmc506
0.8829,0.9517,vdj_nextgem_hs_pbmc507
0.4736,0.9764,vdj_nextgem_hs_pbmc508
0.5802,0.9731,vdj_nextgem_hs_pbmc509
0.7194,0.9673,vdj_nextgem_hs_pbmc510
0.3253,0.9982,vdj_nextgem_hs_pbmc511
0.6547,0.9836,vdj_nextgem_hs_pbmc512
0.1593,1.012,vdj_nextgem_hs_pbmc513
0.2647,1,vdj_nextgem_hs_pbmc514
0.09585,1.012,vdj_nextgem_hs_pbmc515
0.6082,0.9899,vdj_nextgem_hs_pbmc516
0.7593,0.9869,vdj_nextgem_hs_pbmc517
0.1266,1.033,vdj_nextgem_hs_pbmc518
0.2302,1.027,vdj_nextgem_hs_pbmc519
0.4856,1.022,vdj_nextgem_hs_pbmc520
0.3096,1.036,vdj_nextgem_hs_pbmc521
0.631,1.009,vdj_nextgem_hs_pbmc522
0.41,1.036,vdj_nextgem_hs_pbmc523
0.7568,1.017,vdj_nextgem_hs_pbmc524
0.3594,1.039,vdj_nextgem_hs_pbmc525
0.6046,1.035,vdj_nextgem_hs_pbmc526
0.2662,1.057,vdj_nextgem_hs_pbmc527
0.1363,1.061,vdj_nextgem_hs_pbmc528
0.1894,1.059,vdj_nextgem_hs_pbmc529
0.6968,1.033,vdj_nextgem_hs_pbmc530
0.5116,1.053,vdj_nextgem_hs_pbmc531
0.452,1.05,vdj_nextgem_hs_pbmc532
0.8015,1.042,vdj_nextgem_hs_pbmc533
0.3929,1.068,vdj_nextgem_hs_pbmc534
0.5868,1.064,vdj_nextgem_hs_pbmc535
0.2381,1.088,vdj_nextgem_hs_pbmc536
0.3023,1.077,vdj_nextgem_hs_pbmc537
0.184,1.087,vdj_nextgem_hs_pbmc538
0.6528,1.072,vdj_nextgem_hs_pbmc539
0.5182,1.074,vdj_nextgem_hs_pbmc540
0.7893,1.062,vdj_nextgem_hs_pbmc541
0.7504,1.073,vdj_nextgem_hs_pbmc542
0.4488,1.093,vdj_nextgem_hs_pbmc543
0.59,1.106,vdj_nextgem_hs_pbmc544
0.2315,1.11,vdj_nextgem_hs_pbmc545
0.3385,1.124,vdj_nextgem_hs_pbmc546
0.4074,1.127,vdj_nextgem_hs_pbmc547
0.5269,1.119,vdj_nextgem_hs_pbmc548
0.268,1.129,vdj_nextgem_hs_pbmc549
0.5463,1.132,vdj_nextgem_hs_pbmc550
0.5396,1.149,vdj_nextgem_hs_pbmc551
0.6863,1.105,vdj_nextgem_hs_pbmc552
0.7007,1.087,vdj_nextgem_hs_pbmc553
0.6326,1.13,vdj_nextgem_hs_pbmc554
0.6484,1.1,vdj_nextgem_hs_pbmc555
0.4962,1.12,vdj_nextgem_hs_pbmc556
0.4262,1.15,vdj_nextgem_hs_pbmc557
0.4477,1.159,vdj_nextgem_hs_pbmc558
0.3366,1.151,vdj_nextgem_hs_pbmc559
-0.09158,0.5067,vdj_nextgem_hs_pbmc560
-0.08124,0.4669,vdj_nextgem_hs_pbmc561
-0.07346,0.4206,vdj_nextgem_hs_pbmc562
-0.0702,0.3877,vdj_nextgem_hs_pbmc563
-0.04228,0.3961,vdj_nextgem_hs_pbmc564
0.808,-0.1572,vdj_nextgem_hs_pbmc565
0.7503,-0.1543,vdj_nextgem_hs_pbmc566
1.092,0.101,vdj_nextgem_hs_pbmc567
1.092,0.101,vdj_nextgem_hs_pbmc568
1.097,0.05815,vdj_nextgem_hs_pbmc569
1.106,0.6774,vdj_nextgem_hs_pbmc570
1.094,0.6287,vdj_nextgem_hs_pbmc571
"0.5671, -0.3509",,sc5p_v2_hs_PBMC_10k
"0.6038, -0.3479",,sc5p_v2_hs_PBMC_10k
"0.6717, -0.3403",,sc5p_v2_hs_PBMC_10k
"0.6988, -0.3398",,sc5p_v2_hs_PBMC_10k
"0.5992, -0.3168",,sc5p_v2_hs_PBMC_10k
"0.6580, -0.3107",,sc5p_v2_hs_PBMC_10k
"0.5487, -0.3008",,sc5p_v2_hs_PBMC_10k
"0.6057, -0.2916",,sc5p_v2_hs_PBMC_10k
"0.5341, -0.1747",,sc5p_v2_hs_PBMC_10k
"0.5998, -0.1726",,sc5p_v2_hs_PBMC_10k
"0.6631, -0.1775",,sc5p_v2_hs_PBMC_10k
"0.7131, -0.1636",,sc5p_v2_hs_PBMC_10k
"0.7447, -0.1765",,sc5p_v2_hs_PBMC_10k
"0.4453, -0.1524",,sc5p_v2_hs_PBMC_10k
"0.7713, -0.1548",,sc5p_v2_hs_PBMC_10k
"0.5115, -0.1387",,sc5p_v2_hs_PBMC_10k
"0.5832, -0.1447",,sc5p_v2_hs_PBMC_10k
"0.6490, -0.1371",,sc5p_v2_hs_PBMC_10k
"0.4081, -0.1198",,sc5p_v2_hs_PBMC_10k
"0.6058, -0.1258",,sc5p_v2_hs_PBMC_10k
"0.6900, -0.1274",,sc5p_v2_hs_PBMC_10k
"0.8202, -0.1380",,sc5p_v2_hs_PBMC_10k
"0.4465, -0.1272",,sc5p_v2_hs_PBMC_10k
"0.3533, -0.1101",,sc5p_v2_hs_PBMC_10k
"0.7617, -0.1197",,sc5p_v2_hs_PBMC_10k
"0.4912, -0.1027",,sc5p_v2_hs_PBMC_10k
"0.5941, -0.1053",,sc5p_v2_hs_PBMC_10k
"0.8018, -0.1134",,sc5p_v2_hs_PBMC_10k
"0.4038, -0.08896",,sc5p_v2_hs_PBMC_10k
"0.5215, -0.09048",,sc5p_v2_hs_PBMC_10k
"0.6190, -0.09402",,sc5p_v2_hs_PBMC_10k
"0.2954, -0.07610",,sc5p_v2_hs_PBMC_10k
"0.6904, -0.1024",,sc5p_v2_hs_PBMC_10k
"0.8492, -0.1107",,sc5p_v2_hs_PBMC_10k
"0.3411, -0.07534",,sc5p_v2_hs_PBMC_10k
"0.8652, -0.08967",,sc5p_v2_hs_PBMC_10k
"0.9251, -0.09021",,sc5p_v2_hs_PBMC_10k
"0.7686, -0.09184",,sc5p_v2_hs_PBMC_10k
"0.3835, -0.05357",,sc5p_v2_hs_PBMC_10k
"0.5290, -0.06175",,sc5p_v2_hs_PBMC_10k
"0.6371, -0.06745",,sc5p_v2_hs_PBMC_10k
"0.2918, -0.04055",,sc5p_v2_hs_PBMC_10k
"0.8297, -0.07001",,sc5p_v2_hs_PBMC_10k
"0.6618, -0.06702",,sc5p_v2_hs_PBMC_10k
"0.5807, -0.06153",,sc5p_v2_hs_PBMC_10k
"0.3233, -0.03533",,sc5p_v2_hs_PBMC_10k
"0.9211, -0.06051",,sc5p_v2_hs_PBMC_10k
"0.2183, -0.02677",,sc5p_v2_hs_PBMC_10k
"0.4467, -0.03270",,sc5p_v2_hs_PBMC_10k
"0.5027, -0.03946",,sc5p_v2_hs_PBMC_10k
"0.3706, -0.01992",,sc5p_v2_hs_PBMC_10k
"0.5258, -0.03926",,sc5p_v2_hs_PBMC_10k
"0.6881, -0.03641",,sc5p_v2_hs_PBMC_10k
"0.8443, -0.04409",,sc5p_v2_hs_PBMC_10k
"0.9925, -0.04829",,sc5p_v2_hs_PBMC_10k
"0.2598, -0.01338",,sc5p_v2_hs_PBMC_10k
"0.3102, -0.01060",,sc5p_v2_hs_PBMC_10k
"0.6204, -0.01983",,sc5p_v2_hs_PBMC_10k
"0.4364, -0.002843",,sc5p_v2_hs_PBMC_10k
"0.5896, -0.005268",,sc5p_v2_hs_PBMC_10k
"0.8067, -0.01811",,sc5p_v2_hs_PBMC_10k
"0.1521, 0.02093",,sc5p_v2_hs_PBMC_10k
"0.3851, 0.01824",,sc5p_v2_hs_PBMC_10k
"0.5238, 0.004869",,sc5p_v2_hs_PBMC_10k
"0.6919, -0.003132",,sc5p_v2_hs_PBMC_10k
"0.8626, -0.008992",,sc5p_v2_hs_PBMC_10k
"1.012, -0.01670",,sc5p_v2_hs_PBMC_10k
"0.7463, 0.0007377",,sc5p_v2_hs_PBMC_10k
"0.9337, -0.008143",,sc5p_v2_hs_PBMC_10k
"0.2550, 0.02524",,sc5p_v2_hs_PBMC_10k
"0.3316, 0.02870",,sc5p_v2_hs_PBMC_10k
"0.4762, 0.01536",,sc5p_v2_hs_PBMC_10k
"0.6250, 0.02134",,sc5p_v2_hs_PBMC_10k
"0.9724, 0.001622",,sc5p_v2_hs_PBMC_10k
"0.8443, -0.003748",,sc5p_v2_hs_PBMC_10k
"0.5839, 0.03081",,sc5p_v2_hs_PBMC_10k
"0.4055, 0.03861",,sc5p_v2_hs_PBMC_10k
"0.1398, 0.05909",,sc5p_v2_hs_PBMC_10k
"0.1964, 0.05010",,sc5p_v2_hs_PBMC_10k
"1.038, 0.006926",,sc5p_v2_hs_PBMC_10k
"0.5059, 0.03886",,sc5p_v2_hs_PBMC_10k
"0.6866, 0.01756",,sc5p_v2_hs_PBMC_10k
"0.7391, 0.03755",,sc5p_v2_hs_PBMC_10k
"0.8866, 0.02643",,sc5p_v2_hs_PBMC_10k
"0.2579, 0.06223",,sc5p_v2_hs_PBMC_10k
"0.3146, 0.05977",,sc5p_v2_hs_PBMC_10k
"0.3594, 0.06088",,sc5p_v2_hs_PBMC_10k
"0.4915, 0.05102",,sc5p_v2_hs_PBMC_10k
"0.6024, 0.04428",,sc5p_v2_hs_PBMC_10k
"0.9488, 0.03193",,sc5p_v2_hs_PBMC_10k
"0.9916, 0.02865",,sc5p_v2_hs_PBMC_10k
"0.7689, 0.03308",,sc5p_v2_hs_PBMC_10k
"0.8172, 0.04486",,sc5p_v2_hs_PBMC_10k
"0.5691, 0.05846",,sc5p_v2_hs_PBMC_10k
"0.3865, 0.07597",,sc5p_v2_hs_PBMC_10k
"0.1681, 0.08507",,sc5p_v2_hs_PBMC_10k
"0.2152, 0.07898",,sc5p_v2_hs_PBMC_10k
"0.4389, 0.06737",,sc5p_v2_hs_PBMC_10k
"0.5345, 0.06568",,sc5p_v2_hs_PBMC_10k
"0.6530, 0.06663",,sc5p_v2_hs_PBMC_10k
"0.7463, 0.06430",,sc5p_v2_hs_PBMC_10k
"0.8795, 0.04721",,sc5p_v2_hs_PBMC_10k
"0.2470, 0.09728",,sc5p_v2_hs_PBMC_10k
"0.2777, 0.08132",,sc5p_v2_hs_PBMC_10k
"0.4919, 0.08042",,sc5p_v2_hs_PBMC_10k
"0.1065, 0.1074",,sc5p_v2_hs_PBMC_10k
"0.9704, 0.05629",,sc5p_v2_hs_PBMC_10k
"1.020, 0.05383",,sc5p_v2_hs_PBMC_10k
"1.071, 0.05133",,sc5p_v2_hs_PBMC_10k
"0.7744, 0.08640",,sc5p_v2_hs_PBMC_10k
"0.8120, 0.07812",,sc5p_v2_hs_PBMC_10k
"0.3574, 0.09546",,sc5p_v2_hs_PBMC_10k
"0.8348, 0.06898",,sc5p_v2_hs_PBMC_10k
"0.6763, 0.08753",,sc5p_v2_hs_PBMC_10k
"0.2047, 0.1210",,sc5p_v2_hs_PBMC_10k
"0.6364, 0.09713",,sc5p_v2_hs_PBMC_10k
"0.3084, 0.1174",,sc5p_v2_hs_PBMC_10k
"0.4569, 0.1113",,sc5p_v2_hs_PBMC_10k
"0.5697, 0.1089",,sc5p_v2_hs_PBMC_10k
"0.9087, 0.08983",,sc5p_v2_hs_PBMC_10k
"0.4010, 0.1189",,sc5p_v2_hs_PBMC_10k
"0.07246, 0.1396",,sc5p_v2_hs_PBMC_10k
"0.4982, 0.1219",,sc5p_v2_hs_PBMC_10k
"0.5380, 0.1133",,sc5p_v2_hs_PBMC_10k
"0.1126, 0.1382",,sc5p_v2_hs_PBMC_10k
"0.9789, 0.08898",,sc5p_v2_hs_PBMC_10k
"0.1712, 0.1465",,sc5p_v2_hs_PBMC_10k
"0.2576, 0.1392",,sc5p_v2_hs_PBMC_10k
"0.7637, 0.1150",,sc5p_v2_hs_PBMC_10k
"0.1412, 0.1504",,sc5p_v2_hs_PBMC_10k
"0.8346, 0.1182",,sc5p_v2_hs_PBMC_10k
"0.2264, 0.1584",,sc5p_v2_hs_PBMC_10k
"0.3676, 0.1446",,sc5p_v2_hs_PBMC_10k
"0.6450, 0.1278",,sc5p_v2_hs_PBMC_10k
"0.5708, 0.1425",,sc5p_v2_hs_PBMC_10k
"0.7084, 0.1324",,sc5p_v2_hs_PBMC_10k
"0.9104, 0.1208",,sc5p_v2_hs_PBMC_10k
"1.059, 0.1182",,sc5p_v2_hs_PBMC_10k
"0.4634, 0.1558",,sc5p_v2_hs_PBMC_10k
"0.05641, 0.1771",,sc5p_v2_hs_PBMC_10k
"0.2944, 0.1704",,sc5p_v2_hs_PBMC_10k
"0.5419, 0.1486",,sc5p_v2_hs_PBMC_10k
"1.106, 0.1287",,sc5p_v2_hs_PBMC_10k
"0.2442, 0.1743",,sc5p_v2_hs_PBMC_10k
"0.08726, 0.1864",,sc5p_v2_hs_PBMC_10k
"0.1414, 0.1763",,sc5p_v2_hs_PBMC_10k
"0.9666, 0.1418",,sc5p_v2_hs_PBMC_10k
"0.4362, 0.1695",,sc5p_v2_hs_PBMC_10k
"0.8574, 0.1371",,sc5p_v2_hs_PBMC_10k
"0.6727, 0.1601",,sc5p_v2_hs_PBMC_10k
"0.8040, 0.1545",,sc5p_v2_hs_PBMC_10k
"0.1965, 0.1893",,sc5p_v2_hs_PBMC_10k
"0.7209, 0.1646",,sc5p_v2_hs_PBMC_10k
"1.035, 0.1521",,sc5p_v2_hs_PBMC_10k
"0.5955, 0.1700",,sc5p_v2_hs_PBMC_10k
"0.3813, 0.1866",,sc5p_v2_hs_PBMC_10k
"0.4756, 0.1817",,sc5p_v2_hs_PBMC_10k
"0.05106, 0.2172",,sc5p_v2_hs_PBMC_10k
"0.2892, 0.2015",,sc5p_v2_hs_PBMC_10k
"0.3188, 0.1847",,sc5p_v2_hs_PBMC_10k
"0.5959, 0.1915",,sc5p_v2_hs_PBMC_10k
"0.8854, 0.1729",,sc5p_v2_hs_PBMC_10k
"1.119, 0.1468",,sc5p_v2_hs_PBMC_10k
"0.2507, 0.1940",,sc5p_v2_hs_PBMC_10k
"0.3592, 0.2064",,sc5p_v2_hs_PBMC_10k
"0.4459, 0.2055",,sc5p_v2_hs_PBMC_10k
"0.9786, 0.1771",,sc5p_v2_hs_PBMC_10k
"0.5252, 0.2005",,sc5p_v2_hs_PBMC_10k
"0.6891, 0.1940",,sc5p_v2_hs_PBMC_10k
"0.7825, 0.1878",,sc5p_v2_hs_PBMC_10k
"0.8235, 0.1764",,sc5p_v2_hs_PBMC_10k
"0.1704, 0.2085",,sc5p_v2_hs_PBMC_10k
"0.6415, 0.1929",,sc5p_v2_hs_PBMC_10k
"0.7245, 0.1990",,sc5p_v2_hs_PBMC_10k
"0.5714, 0.2098",,sc5p_v2_hs_PBMC_10k
"0.006891, 0.2350",,sc5p_v2_hs_PBMC_10k
"0.06273, 0.2406",,sc5p_v2_hs_PBMC_10k
"0.1125, 0.2362",,sc5p_v2_hs_PBMC_10k
"0.6022, 0.2054",,sc5p_v2_hs_PBMC_10k
"0.9030, 0.2051",,sc5p_v2_hs_PBMC_10k
"1.107, 0.1850",,sc5p_v2_hs_PBMC_10k
"0.2921, 0.2374",,sc5p_v2_hs_PBMC_10k
"0.9394, 0.2047",,sc5p_v2_hs_PBMC_10k
"0.3525, 0.2330",,sc5p_v2_hs_PBMC_10k
"1.053, 0.2027",,sc5p_v2_hs_PBMC_10k
"0.2190, 0.2438",,sc5p_v2_hs_PBMC_10k
"0.5174, 0.2360",,sc5p_v2_hs_PBMC_10k
"0.7901, 0.2206",,sc5p_v2_hs_PBMC_10k
"0.3874, 0.2442",,sc5p_v2_hs_PBMC_10k
"0.4371, 0.2414",,sc5p_v2_hs_PBMC_10k
"0.8273, 0.2209",,sc5p_v2_hs_PBMC_10k
"0.1410, 0.2627",,sc5p_v2_hs_PBMC_10k
"0.5718, 0.2385",,sc5p_v2_hs_PBMC_10k
"0.6376, 0.2292",,sc5p_v2_hs_PBMC_10k
"1.022, 0.2208",,sc5p_v2_hs_PBMC_10k
"0.7021, 0.2361",,sc5p_v2_hs_PBMC_10k
"0.09513, 0.2739",,sc5p_v2_hs_PBMC_10k
"0.9815, 0.2292",,sc5p_v2_hs_PBMC_10k
"0.05468, 0.2778",,sc5p_v2_hs_PBMC_10k
"0.9030, 0.2398",,sc5p_v2_hs_PBMC_10k
"0.9295, 0.2389",,sc5p_v2_hs_PBMC_10k
"1.091, 0.2306",,sc5p_v2_hs_PBMC_10k
"0.3373, 0.2753",,sc5p_v2_hs_PBMC_10k
"0.4818, 0.2668",,sc5p_v2_hs_PBMC_10k
"1.056, 0.2336",,sc5p_v2_hs_PBMC_10k
"0.008013, 0.2914",,sc5p_v2_hs_PBMC_10k
"0.2242, 0.2806",,sc5p_v2_hs_PBMC_10k
"0.5297, 0.2701",,sc5p_v2_hs_PBMC_10k
"0.7803, 0.2418",,sc5p_v2_hs_PBMC_10k
"-0.02553, 0.2984",,sc5p_v2_hs_PBMC_10k
"0.4162, 0.2780",,sc5p_v2_hs_PBMC_10k
"0.8337, 0.2550",,sc5p_v2_hs_PBMC_10k
"1.155, 0.2339",,sc5p_v2_hs_PBMC_10k
"0.5929, 0.2684",,sc5p_v2_hs_PBMC_10k
"1.027, 0.2513",,sc5p_v2_hs_PBMC_10k
"0.2825, 0.2908",,sc5p_v2_hs_PBMC_10k
"0.1003, 0.3093",,sc5p_v2_hs_PBMC_10k
"0.9626, 0.2657",,sc5p_v2_hs_PBMC_10k
"0.03528, 0.3070",,sc5p_v2_hs_PBMC_10k
"0.1270, 0.3074",,sc5p_v2_hs_PBMC_10k
"0.1802, 0.3063",,sc5p_v2_hs_PBMC_10k
"0.8624, 0.2712",,sc5p_v2_hs_PBMC_10k
"0.6322, 0.2841",,sc5p_v2_hs_PBMC_10k
"0.3581, 0.3021",,sc5p_v2_hs_PBMC_10k
"0.5622, 0.2984",,sc5p_v2_hs_PBMC_10k
"0.9266, 0.2752",,sc5p_v2_hs_PBMC_10k
"0.7345, 0.2853",,sc5p_v2_hs_PBMC_10k
"0.6815, 0.2842",,sc5p_v2_hs_PBMC_10k
"0.7785, 0.2882",,sc5p_v2_hs_PBMC_10k
"0.2509, 0.3165",,sc5p_v2_hs_PBMC_10k
"0.5066, 0.2999",,sc5p_v2_hs_PBMC_10k
"-0.03149, 0.3354",,sc5p_v2_hs_PBMC_10k
"0.8182, 0.2954",,sc5p_v2_hs_PBMC_10k
"1.127, 0.2759",,sc5p_v2_hs_PBMC_10k
"0.4365, 0.3053",,sc5p_v2_hs_PBMC_10k
"1.033, 0.2857",,sc5p_v2_hs_PBMC_10k
"0.0007043, 0.3457",,sc5p_v2_hs_PBMC_10k
"0.2036, 0.3348",,sc5p_v2_hs_PBMC_10k
"0.3215, 0.3321",,sc5p_v2_hs_PBMC_10k
"0.3867, 0.3286",,sc5p_v2_hs_PBMC_10k
"0.9672, 0.2983",,sc5p_v2_hs_PBMC_10k
"1.089, 0.2902",,sc5p_v2_hs_PBMC_10k
"0.08685, 0.3463",,sc5p_v2_hs_PBMC_10k
"0.1242, 0.3357",,sc5p_v2_hs_PBMC_10k
"0.1816, 0.3254",,sc5p_v2_hs_PBMC_10k
"0.8581, 0.2976",,sc5p_v2_hs_PBMC_10k
"-0.1958, 0.3596",,sc5p_v2_hs_PBMC_10k
"0.6342, 0.3215",,sc5p_v2_hs_PBMC_10k
"0.3493, 0.3385",,sc5p_v2_hs_PBMC_10k
"0.5628, 0.3127",,sc5p_v2_hs_PBMC_10k
"0.9239, 0.3100",,sc5p_v2_hs_PBMC_10k
"0.7221, 0.3124",,sc5p_v2_hs_PBMC_10k
"-0.2204, 0.3557",,sc5p_v2_hs_PBMC_10k
"0.7618, 0.3266",,sc5p_v2_hs_PBMC_10k
"0.2454, 0.3581",,sc5p_v2_hs_PBMC_10k
"0.5061, 0.3363",,sc5p_v2_hs_PBMC_10k
"-0.05896, 0.3681",,sc5p_v2_hs_PBMC_10k
"0.8531, 0.3323",,sc5p_v2_hs_PBMC_10k
"0.03271, 0.3717",,sc5p_v2_hs_PBMC_10k
"1.163, 0.3057",,sc5p_v2_hs_PBMC_10k
"1.051, 0.3223",,sc5p_v2_hs_PBMC_10k
"0.2073, 0.3667",,sc5p_v2_hs_PBMC_10k
"0.4154, 0.3537",,sc5p_v2_hs_PBMC_10k
"0.4746, 0.3495",,sc5p_v2_hs_PBMC_10k
"0.9705, 0.3286",,sc5p_v2_hs_PBMC_10k
"1.080, 0.3267",,sc5p_v2_hs_PBMC_10k
"1.126, 0.3136",,sc5p_v2_hs_PBMC_10k
"0.06322, 0.3779",,sc5p_v2_hs_PBMC_10k
"0.2881, 0.3678",,sc5p_v2_hs_PBMC_10k
"0.9876, 0.3284",,sc5p_v2_hs_PBMC_10k
"0.6367, 0.3516",,sc5p_v2_hs_PBMC_10k
"0.8916, 0.3385",,sc5p_v2_hs_PBMC_10k
"-0.2037, 0.3985",,sc5p_v2_hs_PBMC_10k
"0.1038, 0.3793",,sc5p_v2_hs_PBMC_10k
"0.3452, 0.3679",,sc5p_v2_hs_PBMC_10k
"0.5953, 0.3487",,sc5p_v2_hs_PBMC_10k
"0.1548, 0.3764",,sc5p_v2_hs_PBMC_10k
"0.7893, 0.3437",,sc5p_v2_hs_PBMC_10k
"0.9221, 0.3341",,sc5p_v2_hs_PBMC_10k
"0.6915, 0.3650",,sc5p_v2_hs_PBMC_10k
"0.5128, 0.3760",,sc5p_v2_hs_PBMC_10k
"-0.2258, 0.4102",,sc5p_v2_hs_PBMC_10k
"0.8439, 0.3683",,sc5p_v2_hs_PBMC_10k
"1.043, 0.3447",,sc5p_v2_hs_PBMC_10k
"0.2005, 0.4012",,sc5p_v2_hs_PBMC_10k
"1.082, 0.3540",,sc5p_v2_hs_PBMC_10k
"0.02693, 0.4116",,sc5p_v2_hs_PBMC_10k
"0.5348, 0.3875",,sc5p_v2_hs_PBMC_10k
"0.9603, 0.3719",,sc5p_v2_hs_PBMC_10k
"1.135, 0.3558",,sc5p_v2_hs_PBMC_10k
"0.2304, 0.4003",,sc5p_v2_hs_PBMC_10k
"0.2783, 0.3929",,sc5p_v2_hs_PBMC_10k
"0.6274, 0.3872",,sc5p_v2_hs_PBMC_10k
"0.7364, 0.3719",,sc5p_v2_hs_PBMC_10k
"0.8966, 0.3713",,sc5p_v2_hs_PBMC_10k
"-0.03347, 0.4228",,sc5p_v2_hs_PBMC_10k
"0.07439, 0.4161",,sc5p_v2_hs_PBMC_10k
"0.3352, 0.4036",,sc5p_v2_hs_PBMC_10k
"0.5840, 0.3888",,sc5p_v2_hs_PBMC_10k
"0.1304, 0.4107",,sc5p_v2_hs_PBMC_10k
"-0.1811, 0.4335",,sc5p_v2_hs_PBMC_10k
"0.8008, 0.3879",,sc5p_v2_hs_PBMC_10k
"1.161, 0.3763",,sc5p_v2_hs_PBMC_10k
"0.9900, 0.3865",,sc5p_v2_hs_PBMC_10k
"0.1467, 0.4403",,sc5p_v2_hs_PBMC_10k
"0.4303, 0.4230",,sc5p_v2_hs_PBMC_10k
"0.05025, 0.4409",,sc5p_v2_hs_PBMC_10k
"0.5004, 0.4183",,sc5p_v2_hs_PBMC_10k
"0.5288, 0.4092",,sc5p_v2_hs_PBMC_10k
"1.117, 0.3956",,sc5p_v2_hs_PBMC_10k
"-0.07696, 0.4450",,sc5p_v2_hs_PBMC_10k
"0.2964, 0.4354",,sc5p_v2_hs_PBMC_10k
"0.7086, 0.4161",,sc5p_v2_hs_PBMC_10k
"1.308, 0.3864",,sc5p_v2_hs_PBMC_10k
"-0.2238, 0.4642",,sc5p_v2_hs_PBMC_10k
"-0.006844, 0.4491",,sc5p_v2_hs_PBMC_10k
"0.07325, 0.4530",,sc5p_v2_hs_PBMC_10k
"0.5723, 0.4260",,sc5p_v2_hs_PBMC_10k
"0.3339, 0.4376",,sc5p_v2_hs_PBMC_10k
"0.6184, 0.4226",,sc5p_v2_hs_PBMC_10k
"0.8086, 0.4195",,sc5p_v2_hs_PBMC_10k
"0.9482, 0.4036",,sc5p_v2_hs_PBMC_10k
"0.2537, 0.4540",,sc5p_v2_hs_PBMC_10k
"0.3715, 0.4477",,sc5p_v2_hs_PBMC_10k
"1.167, 0.4090",,sc5p_v2_hs_PBMC_10k
"0.9965, 0.4057",,sc5p_v2_hs_PBMC_10k
"0.8464, 0.4320",,sc5p_v2_hs_PBMC_10k
"1.083, 0.4202",,sc5p_v2_hs_PBMC_10k
"0.1652, 0.4675",,sc5p_v2_hs_PBMC_10k
"0.4052, 0.4599",,sc5p_v2_hs_PBMC_10k
"0.4545, 0.4540",,sc5p_v2_hs_PBMC_10k
"0.6708, 0.4456",,sc5p_v2_hs_PBMC_10k
"-0.1862, 0.4850",,sc5p_v2_hs_PBMC_10k
"1.122, 0.4101",,sc5p_v2_hs_PBMC_10k
"0.7196, 0.4453",,sc5p_v2_hs_PBMC_10k
"0.9002, 0.4300",,sc5p_v2_hs_PBMC_10k
"0.04386, 0.4722",,sc5p_v2_hs_PBMC_10k
"0.09790, 0.4795",,sc5p_v2_hs_PBMC_10k
"0.5654, 0.4591",,sc5p_v2_hs_PBMC_10k
"1.039, 0.4349",,sc5p_v2_hs_PBMC_10k
"1.283, 0.4223",,sc5p_v2_hs_PBMC_10k
"-0.005452, 0.4883",,sc5p_v2_hs_PBMC_10k
"0.3128, 0.4715",,sc5p_v2_hs_PBMC_10k
"0.6127, 0.4619",,sc5p_v2_hs_PBMC_10k
"0.1245, 0.4926",,sc5p_v2_hs_PBMC_10k
"0.2149, 0.4818",,sc5p_v2_hs_PBMC_10k
"-0.2296, 0.4987",,sc5p_v2_hs_PBMC_10k
"0.2584, 0.4842",,sc5p_v2_hs_PBMC_10k
"0.3597, 0.4816",,sc5p_v2_hs_PBMC_10k
"1.160, 0.4474",,sc5p_v2_hs_PBMC_10k
"0.8617, 0.4635",,sc5p_v2_hs_PBMC_10k
"0.9402, 0.4582",,sc5p_v2_hs_PBMC_10k
"0.3994, 0.4948",,sc5p_v2_hs_PBMC_10k
"0.4475, 0.4888",,sc5p_v2_hs_PBMC_10k
"0.6712, 0.4624",,sc5p_v2_hs_PBMC_10k
"1.011, 0.4562",,sc5p_v2_hs_PBMC_10k
"1.334, 0.4524",,sc5p_v2_hs_PBMC_10k
"-0.07811, 0.5218",,sc5p_v2_hs_PBMC_10k
"0.5567, 0.4935",,sc5p_v2_hs_PBMC_10k
"0.7542, 0.4831",,sc5p_v2_hs_PBMC_10k
"1.046, 0.4684",,sc5p_v2_hs_PBMC_10k
"1.087, 0.4610",,sc5p_v2_hs_PBMC_10k
"1.269, 0.4589",,sc5p_v2_hs_PBMC_10k
"-0.009845, 0.5240",,sc5p_v2_hs_PBMC_10k
"0.8005, 0.4741",,sc5p_v2_hs_PBMC_10k
"-0.1870, 0.5226",,sc5p_v2_hs_PBMC_10k
"0.05160, 0.5226",,sc5p_v2_hs_PBMC_10k
"0.1985, 0.5127",,sc5p_v2_hs_PBMC_10k
"0.3599, 0.5190",,sc5p_v2_hs_PBMC_10k
"-0.2237, 0.5448",,sc5p_v2_hs_PBMC_10k
"0.8752, 0.4870",,sc5p_v2_hs_PBMC_10k
"0.9167, 0.4744",,sc5p_v2_hs_PBMC_10k
"0.08223, 0.5305",,sc5p_v2_hs_PBMC_10k
"0.3925, 0.5231",,sc5p_v2_hs_PBMC_10k
"0.6083, 0.5111",,sc5p_v2_hs_PBMC_10k
"0.7164, 0.5070",,sc5p_v2_hs_PBMC_10k
"0.2878, 0.5331",,sc5p_v2_hs_PBMC_10k
"0.4142, 0.5208",,sc5p_v2_hs_PBMC_10k
"0.4986, 0.5237",,sc5p_v2_hs_PBMC_10k
