x,y,label
"0.7572, 0.9056",,single pair
"0.7635, 0.5917",,single pair
"0.7756, 0.1244",,single pair
"0.7737, 0.1672",,single pair
"0.7625, 0.6307",,single pair
"0.7767, 0.03120",,single pair
"0.7745, 0.2877",,single pair
"0.7737, 0.3187",,single pair
"0.7825, 0.2087",,single pair
"0.7764, 0.6700",,single pair
"0.7665, 0.7242",,single pair
"0.7686, 0.9405",,single pair
"0.7691, 0.9668",,single pair
"0.7856, -0.007746",,single pair
"0.7809, 0.4978",,single pair
"0.7712, 0.5296",,single pair
"0.7782, 0.7056",,single pair
"0.7794, 0.7807",,single pair
"0.7736, 1.004",,single pair
"0.7946, 0.07716",,single pair
"0.7884, 0.2346",,single pair
"0.7891, 0.3573",,single pair
"0.7851, 0.4031",,single pair
"0.7876, 0.4464",,single pair
"0.7803, 0.8415",,single pair
"0.7788, 0.8795",,single pair
"0.7682, 1.029",,single pair
"0.8049, 0.1169",,single pair
"0.8000, 0.1705",,single pair
"0.7896, 0.6141",,single pair
"0.8029, 0.02694",,single pair
"0.8003, 0.2734",,single pair
"0.7971, 0.3148",,single pair
"0.7914, 0.5818",,single pair
"0.8095, 0.2031",,single pair
"0.7939, 0.9345",,single pair
"0.8125, 0.0008956",,single pair
"0.8050, 0.4804",,single pair
"0.7983, 0.6426",,single pair
"0.8038, 0.5362",,single pair
"0.8037, 0.7086",,single pair
"0.8047, 0.7847",,single pair
"0.7996, 0.9825",,single pair
"0.8175, 0.05918",,single pair
"0.8136, 0.2544",,single pair
"0.8111, 0.4017",,single pair
"0.8089, 0.4418",,single pair
"0.8099, 0.6605",,single pair
"0.8023, 0.7437",,single pair
"0.8056, 0.8418",,single pair
"0.8023, 0.8826",,single pair
"0.7960, 1.010",,single pair
"0.8129, 0.9170",,single pair
"0.8281, 0.1100",,single pair
"0.8165, 0.6067",,single pair
"0.8284, 0.02364",,single pair
"0.8290, 0.2808",,single pair
"0.8262, 0.3138",,single pair
"0.8168, 0.3427",,single pair
"0.8210, 0.5136",,single pair
"0.8339, 0.2052",,single pair
"0.8201, 0.9635",,single pair
"0.8339, 0.1553",,single pair
"0.8345, 0.5515",,single pair
"0.8253, 0.6951",,single pair
"0.8286, 0.7998",,single pair
"0.8275, 0.9808",,single pair
"0.8411, 0.2452",,single pair
"0.8331, 0.4408",,single pair
"0.8360, 0.6535",,single pair
"0.8350, 0.7411",,single pair
"0.8297, 0.8740",,single pair
"0.8388, 0.3845",,single pair
"0.8319, 0.5841",,single pair
"0.8490, 0.05938",,single pair
"0.8391, 0.9199",,single pair
"0.8514, 0.09540",,single pair
"0.8469, 0.2604",,single pair
"0.8529, 0.02977",,single pair
"0.8520, 0.3418",,single pair
"0.8600, 0.1324",,single pair
"0.8616, 0.2069",,single pair
"0.8480, 0.5209",,single pair
"0.8456, 0.9596",,single pair
"0.8507, 0.3052",,single pair
"0.8507, 0.4815",,single pair
"0.8515, 0.6238",,single pair
"0.8522, 0.8328",,single pair
"0.8545, 0.9773",,single pair
"0.8626, 0.2387",,single pair
"0.8654, 0.4392",,single pair
"0.8624, 0.5549",,single pair
"0.8594, 0.6692",,single pair
"0.8570, 0.7478",,single pair
"0.8569, 0.8827",,single pair
"0.8602, 0.3941",,single pair
"0.8634, 0.5897",,single pair
"0.8782, 0.09543",,single pair
"0.8637, 0.6936",,single pair
"0.8744, 0.3655",,single pair
"0.8826, 0.05413",,single pair
"0.8844, 0.2131",,single pair
"0.8830, 0.2678",,single pair
"0.8688, 0.7887",,single pair
"0.8688, 0.9348",,single pair
"0.8690, 0.9634",,single pair
"0.8802, 0.3081",,single pair
"0.8781, 0.5001",,single pair
"0.8891, 0.1285",,single pair
"0.8811, 0.6442",,single pair
"0.8861, 0.1606",,single pair
"0.8855, 0.3369",,single pair
"0.8937, 0.2450",,single pair
"0.8858, 0.5289",,single pair
"0.8825, 0.7504",,single pair
"0.8801, 0.8194",,single pair
"0.8817, 0.8725",,single pair
"0.8928, 0.4652",,single pair
"0.8884, 0.5833",,single pair
"0.8878, 0.6954",,single pair
"0.9015, 0.3870",,single pair
"0.8956, 0.5511",,single pair
"0.8902, 0.9118",,single pair
"0.9014, 0.4211",,single pair
"0.9080, 0.08046",,single pair
"0.9082, 0.3068",,single pair
"0.9015, 0.7893",,single pair
"0.9157, 0.1398",,single pair
"0.9112, 0.2004",,single pair
"0.9098, 0.6528",,single pair
"0.9201, 0.1694",,single pair
"0.9146, 0.3470",,single pair
"0.9184, 0.1021",,single pair
"0.9129, 0.2478",,single pair
"0.9029, 0.7574",,single pair
"0.9040, 0.8365",,single pair
"0.9046, 0.8781",,single pair
"0.9032, 0.9331",,single pair
"0.9163, 0.6074",,single pair
"0.9106, 0.7077",,single pair
"0.9180, 0.4693",,single pair
"0.9253, 0.2854",,single pair
"0.9270, 0.3999",,single pair
"0.9170, 0.5607",,single pair
"0.9149, 0.9105",,single pair
"0.9213, 0.4952",,single pair
"0.9280, 0.4338",,single pair
"0.9207, 0.3683",,single pair
"0.9322, 0.5210",,single pair
"0.9229, 0.7882",,single pair
"0.9306, 0.6669",,single pair
"0.9383, 0.1763",,single pair
"0.9403, 0.3292",,single pair
"0.9430, 0.1122",,single pair
"0.9313, 0.8570",,single pair
"0.9423, 0.2362",,single pair
"0.9368, 0.7585",,single pair
"0.9328, 0.8175",,single pair
"0.9409, 0.6157",,single pair
"0.9350, 0.7120",,single pair
"0.9348, 0.8945",,single pair
"0.9521, 0.1438",,single pair
"0.9486, 0.2822",,single pair
"0.9520, 0.3946",,single pair
"0.9427, 0.5625",,single pair
"0.9546, 0.4321",,single pair
"0.9543, 0.5118",,single pair
"0.9680, 0.1749",,single pair
"0.9634, 0.3434",,single pair
"0.9616, 0.4707",,single pair
"0.9586, 0.6746",,single pair
"0.9571, 0.8613",,single pair
"0.9682, 0.2308",,single pair
"0.9594, 0.8130",,single pair
"0.9595, 0.7212",,single pair
"0.9482, 0.8897",,single pair
"0.9682, 0.5863",,single pair
"0.9648, 0.6473",,single pair
"0.9757, 0.2728",,single pair
"0.9764, 0.3829",,single pair
"0.9651, 0.7687",,single pair
"0.9775, 0.1557",,single pair
"0.9711, 0.6297",,single pair
"0.9807, 0.3046",,single pair
"0.9780, 0.4201",,single pair
"0.9701, 0.5362",,single pair
"0.9878, 0.1980",,single pair
"0.9804, 0.4896",,single pair
"0.9895, 0.1778",,single pair
"0.9897, 0.3347",,single pair
"0.9886, 0.4610",,single pair
"0.9844, 0.6928",,single pair
"0.9800, 0.8421",,single pair
"0.9968, 0.2351",,single pair
"0.9874, 0.7305",,single pair
"0.9849, 0.8176",,single pair
"0.9927, 0.5754",,single pair
"0.9993, 0.3691",,single pair
"0.9945, 0.7629",,single pair
"1.003, 0.2693",,single pair
"1.001, 0.6152",,single pair
"0.9985, 0.6612",,single pair
"1.007, 0.3014",,single pair
"1.006, 0.4126",,single pair
"1.012, 0.2045",,single pair
"1.019, 0.3358",,single pair
"1.013, 0.4586",,single pair
"1.009, 0.4933",,single pair
"1.013, 0.6978",,single pair
"1.005, 0.8102",,single pair
"1.026, 0.2433",,single pair
"1.018, 0.5542",,single pair
"1.020, 0.7484",,single pair
"1.029, 0.2852",,single pair
"1.012, 0.7813",,single pair
"1.030, 0.3664",,single pair
"1.026, 0.5253",,single pair
"1.027, 0.6127",,single pair
"1.030, 0.4081",,single pair
"1.025, 0.6525",,single pair
"1.043, 0.3147",,single pair
"1.040, 0.4510",,single pair
"1.040, 0.4946",,single pair
"1.036, 0.7090",,single pair
"1.040, 0.6752",,single pair
"1.044, 0.2663",,single pair
"1.051, 0.2953",,single pair
"1.054, 0.3560",,single pair
"1.056, 0.3985",,single pair
"1.045, 0.7320",,single pair
"1.063, 0.3332",,single pair
"1.064, 0.4491",,single pair
"1.081, 0.4173",,single pair
"1.086, 0.4585",,single pair
"1.086, 0.5425",,single pair
"1.086, 0.5261",,single pair
"1.082, 0.4955",,single pair
"1.074, 0.4954",,single pair
"1.067, 0.5164",,single pair
"1.042, 0.5396",,single pair
"1.068, 0.5704",,single pair
"1.080, 0.6129",,single pair
"1.080, 0.6129",,single pair
"1.081, 0.5894",,single pair
"1.042, 0.5748",,single pair
"1.028, 0.5957",,single pair
"1.067, 0.6432",,single pair
"1.073, 0.6714",,single pair
"1.051, 0.6617",,single pair
"1.047, 0.6312",,single pair
"1.067, 0.6056",,single pair
"0.9926, 0.6468",,single pair
"0.8351, 0.1869",,single pair
"0.8219, 0.1890",,single pair
"0.5459, 0.02552",,single pair
"0.3949, 0.1901",,single pair
"0.4189, 0.1881",,single pair
"0.2122, 0.5466",,single pair
"0.1901, 0.5675",,single pair
"0.1884, 0.5393",,single pair
"0.1646, 0.5295",,single pair
"0.1455, 0.5011",,single pair
"0.1172, 0.5007",,single pair
"0.09514, 0.5145",,single pair
"-0.03912, 0.4680",,single pair
"-0.04759, 0.4538",,single pair
"-0.03432, 0.4422",,single pair
"-0.02807, 0.4588",,single pair
"-0.01036, 0.4426",,single pair
"0.04704, 0.7744",,single pair
"0.04704, 0.7744",,single pair
"0.07523, 0.7818",,single pair
"0.09903, 0.7915",,single pair
"0.1081, 0.7682",,single pair
"0.6937, 0.5487",,single pair
"0.6328, 0.5432",,single pair
"0.7629, 0.5755",,single pair
"0.7325, 0.5728",,single pair
"0.6868, 0.1918",,single pair
"0.7172, 0.1970",,single pair
"0.7498, 0.2045",,single pair
"0.7407, 0.2231",,single pair
"0.6394, 0.1653",,single pair
"0.6045, 0.1648",,single pair
"0.6230, 0.1017",,single pair
"0.6534, 0.1069",,single pair
"0.6750, 0.1189",,single pair
"0.7077, 0.1217",,single pair
"0.6172, 0.06174",,single pair
"0.6131, 0.04525",,single pair
"0.6671, 0.07183",,single pair
"0.6976, 0.07226",,single pair
"0.6498, 0.06455",,single pair
"0.3622, 0.6920",,single pair
"0.3879, 0.7158",,single pair
"0.3993, 0.6878",,single pair
"0.4052, 0.7254",,single pair
"-0.02923, 0.4001",,single pair
"0.01401, 0.4194",,single pair
"0.1650, 0.1305",,single pair
"0.2249, 0.1924",,single pair
"0.1920, 0.2083",,single pair
"0.1723, 0.2127",,single pair
"0.1741, 0.2316",,single pair
"0.4752, 1.081",,single pair
"0.4863, 1.074",,single pair
"0.4930, 1.065",,single pair
"0.4604, 1.060",,single pair
"0.4514, 1.073",,single pair
"0.6084, 1.066",,single pair
"0.5908, 1.075",,single pair
"0.6282, 1.053",,single pair
"0.6278, 1.078",,single pair
"0.6044, 1.045",,single pair
"0.5870, 1.045",,single pair
"0.5634, 1.023",,single pair
"0.5307, 1.023",,single pair
"0.3268, 0.9755",,single pair
"0.3052, 0.9611",,single pair
"0.3357, 0.9615",,single pair
"0.3617, 0.9713",,single pair
"0.3371, 1.006",,single pair
"0.3174, 1.013",,single pair
"0.2229, 0.9318",,single pair
"0.2405, 0.9273",,single pair
"0.1345, 0.8789",,single pair
"-0.02452, 0.6302",,single pair
